अफ्रीका	Afrika
आइप्याड	IPad
२७ डिसेम्बर	27. desember
म्याड्रिड	Madrid
१६ अगस्ट	16. august
कोका-कोला	Coca-Cola
२९ अगस्ट	29. august
२८ अगस्ट	28. august
३० अगस्ट	30. august
२५ अगस्ट	25. august
२६ अगस्ट	26. august
२३ अगस्ट	23. august
२७ अगस्ट	27. august
२१ अगस्ट	21. august
२० अगस्ट	20. august
२४ अगस्ट	24. august
१८ अगस्ट	18. august
१७ अगस्ट	17. august
२२ अगस्ट	22. august
१९ अगस्ट	19. august
३१ अगस्ट	31. august
माइकल ज्याक्सन	Michael Jackson
२८ डिसेम्बर	28. desember
इनफ्लुएंजा	Influensa
ब्रसिलिया	Brasília
चरेस (लागुपदार्थ)	Cannabis (rusmiddel)
१५ सेप्टेम्बर	15. september
१४ सेप्टेम्बर	14. september
१३ सेप्टेम्बर	13. september
१२ सेप्टेम्बर	12. september
८ सेप्टेम्बर	8. september
११ सेप्टेम्बर	11. september
७ सेप्टेम्बर	7. september
१० सेप्टेम्बर	10. september
५ सेप्टेम्बर	5. september
४ सेप्टेम्बर	4. september
९ सेप्टेम्बर	9. september
२ सेप्टेम्बर	2. september
६ सेप्टेम्बर	6. september
१ सेप्टेम्बर	1. september
३ सेप्टेम्बर	3. september
२९ डिसेम्बर	29. desember
गन विथ द विण्ड	Tatt av vinden
३० सेप्टेम्बर	30. september
२९ सेप्टेम्बर	29. september
२८ सेप्टेम्बर	28. september
२७ सेप्टेम्बर	27. september
२६ सेप्टेम्बर	26. september
२५ सेप्टेम्बर	25. september
२३ सेप्टेम्बर	23. september
२२ सेप्टेम्बर	22. september
२४ सेप्टेम्बर	24. september
२१ सेप्टेम्बर	21. september
२० सेप्टेम्बर	20. september
१८ सेप्टेम्बर	18. september
१७ सेप्टेम्बर	17. september
१९ सेप्टेम्बर	19. september
१६ सेप्टेम्बर	16. september
३० डिसेम्बर	30. desember
३१ डिसेम्बर	31. desember
१ अक्टोबर	1. oktober
१५ अक्टोबर	15. oktober
१२ अक्टोबर	12. oktober
१० अक्टोबर	10. oktober
१४ अक्टोबर	14. oktober
९ अक्टोबर	9. oktober
८ अक्टोबर	8. oktober
१३ अक्टोबर	13. oktober
७ अक्टोबर	7. oktober
११ अक्टोबर	11. oktober
६ अक्टोबर	6. oktober
४ अक्टोबर	4. oktober
५ अक्टोबर	5. oktober
३ अक्टोबर	3. oktober
२ अक्टोबर	2. oktober
बाख्रा	Geit
३१ अक्टोबर	31. oktober
३० अक्टोबर	30. oktober
२८ अक्टोबर	28. oktober
२६ अक्टोबर	26. oktober
२५ अक्टोबर	25. oktober
२४ अक्टोबर	24. oktober
२७ अक्टोबर	27. oktober
२२ अक्टोबर	22. oktober
२३ अक्टोबर	23. oktober
२० अक्टोबर	20. oktober
२१ अक्टोबर	21. oktober
१९ अक्टोबर	19. oktober
१७ अक्टोबर	17. oktober
१६ अक्टोबर	16. oktober
१८ अक्टोबर	18. oktober
१५ नोभेम्बर	15. november
१४ नोभेम्बर	14. november
१३ नोभेम्बर	13. november
१२ नोभेम्बर	12. november
११ नोभेम्बर	11. november
१० नोभेम्बर	10. november
७ नोभेम्बर	7. november
८ नोभेम्बर	8. november
९ नोभेम्बर	9. november
६ नोभेम्बर	6. november
५ नोभेम्बर	5. november
४ नोभेम्बर	4. november
३ नोभेम्बर	3. november
२ नोभेम्बर	2. november
१ नोभेम्बर	1. november
३० नोभेम्बर	30. november
२९ नोभेम्बर	29. november
२८ नोभेम्बर	28. november
२७ नोभेम्बर	27. november
२६ नोभेम्बर	26. november
२५ नोभेम्बर	25. november
२३ नोभेम्बर	23. november
२४ नोभेम्बर	24. november
२१ नोभेम्बर	21. november
२० नोभेम्बर	20. november
२२ नोभेम्बर	22. november
१९ नोभेम्बर	19. november
१८ नोभेम्बर	18. november
१७ नोभेम्बर	17. november
१६ नोभेम्बर	16. november
काठमाडौं	Katmandu
क्यानबरा	Canberra
सिड्नी	Sydney
हरियो	Grønn
रातो	Rød
आगो	Ild
फोटोन	Foton
पश्चिमी अस्ट्रेलिया	Vest-Australia
न्यू साउथ वेल्स	New South Wales
अस्ट्रेलियन राजधानी क्षेत्र	Australian Capital Territory
नाइल नदी	Nilen
व्याध तारा	Sirius
अभिजित तारा	Vega (stjerne)
मुख्य अनुक्रम	Hovedserien (Astronomi)
लामपुछ्रे तारा	Komet
अल्जीएर्स	Alger
नेटवर्क ग्लोबो	Rede Globo
तेहरान	Teheran
जाकार्ता	Jakarta
अंकारा	Ankara
रियाद	Riyadh
सन् १९६१	1961
श्रेणी:टेम्पलेट	Kategori:Maler
सन् १९६०	1960
फ्रेन्च गुयना	Fransk Guyana
अमेजन नदी	Amazonas
निकोज्या	Nikosia
दोहा	Doha
द्वयधारी संख्या	Binært tallsystem
विश्वविद्यालय	Universitet
विकिपीडिया:प्रयोगस्थल	Wikipedia:Sandkasse
स्थानीय समूह	Den lokale gruppen
विकिपीडिया:स्वागत	Wikipedia:Introduksjon
घर	Hus
ल्याप्टप	Bærbar datamaskin
कम्प्युटर हार्डवेर	Maskinvare
बिजगणित	Algebra
नदी	Elv
ई.पू. ३६	36 f.Kr.
ई.पू. २०	20 f.Kr.
ई.पू. ४०	40 f.Kr.
ई.पू. ३९	39 f.Kr.
ई.पू. ३७	37 f.Kr.
ई.पू. २२	22 f.Kr.
तिक्ताति	Ammoniakk
ई.पू. ३८	38 f.Kr.
ई.पू. २८	28 f.Kr.
ई.पू. १८	18 f.Kr.
ई.पू. १५	15 f.Kr.
ई.पू. ३३	33 f.Kr.
ई.पू. ३०	30 f.Kr.
ई.पू. १२	12 f.Kr.
दोङ होइ विमानस्थल (भियतनाम)	Dong Hoi lufthavn
अन्तरिक्ष	Ytre rom
ई.पू. ४५	45 f.Kr.
ई.पू. ४६	46 f.Kr.
ई.पू. ४१	41 f.Kr.
ई.पू. ४९	49 f.Kr.
ई.पू. ४२	42 f.Kr.
फेलिक्स बौमगार्टनर	Felix Baumgartner
ई.पू. २५	25 f.Kr.
ई.पू. ४७	47 f.Kr.
ई.पू. १०	10 f.Kr.
माइली साइरस	Miley Cyrus
रेडियो तरंग	Radiobølger
श्रेणी:नेपालको इतिहास	Kategori:Nepals historie
जंगल	Skog
हार्ड डिस्क	Platelager
जोएचिम लो	Joachim Löw
कोटायक प्रान्त	Kotajk
बिच भलिवल	Sandvolleyball
डेनियल क्राइग	Daniel Craig
राजीव गान्धी	Rajiv Gandhi
कन्फुसियस	Konfucius
मर्लिन मुनरो	Marilyn Monroe
कोर्बिन ब्लू	Corbin Bleu
श्रेणी:गणित	Kategori:Matematikk
फरोइ टापु	Færøyene
ई.पू. १०७	107 f.Kr.
ई.पू. १४३	143 f.Kr.
ई.पू. १२६	126 f.Kr.
ई.पू. ११६	116 f.Kr.
ई.पू. १३६	136 f.Kr.
लक्ष्मण सारस	Trane
ई.पू. ११३	113 f.Kr.
ई.पू. १४०	140 f.Kr.
ई.पू. १५०	150 f.Kr.
ई.पू. १३०	130 f.Kr.
सन् १४८८	1488
युरो	Euro
लेरी पेज	Larry Page
जर्जिया (स्पष्टता)	Georgia (andre betydninger)
ईसाई धर्म	Kristendom
विन्डोज ८	Windows 8
बर्लिन पर्खाल	Berlinmuren
दुर्गापुर	Durgapur
गंगा नदी	Ganges
चामल	Ris
सेलिन डियोन	Céline Dion
महादेश	Kontinent
चरा	Fugler
राजधानी	Hovedstad
ढाँचा:इस्लाम	Mal:Islam
महिना	Måned
ढाँचा:Portal	Mal:Portal
सन् १९४८	1948
गोलो जुका	Rundormer
सन् १९४९	1949
अल्माजान	Almazán
सन् १९५६	1956
सन् १२००	1200
सन् १९४१	1941
सन् १९४५	1945
सन् १९५८	1958
सन् १९२६	1926
सन् १९४७	1947
सन् १९४४	1944
सन् १९५२	1952
हिरा	Diamant
बिल गेट्स	Bill Gates
विश्वकोष	Encyklopedi
डि भी डि	DVD
र्‍याम	RAM
मुख्य पृष्ठ	Portal:Forside
सन् १९५९	1959
ढाँचा:Good article	Mal:Anbefalt
सन् १९५७	1957
बास्केटबल	Basketball
क्रिकेट	Cricket
१२२३	1223
१२२४	1224
१२२५	1225
सन् १२२६	1226
रक्त अल्पता	Anemi
हिमालय	Himalaya
एन्डिज	Andes
काराकोरम	Karakoram
सन् १२९५	1295
माइकलएन्जेलो	Michelangelo
पाब्लो पिकासो	Pablo Picasso
इमिनेम	Eminem
बस	Buss
एन्टोन चेखब	Anton Tsjekhov
सन् १३०७	1307
मोहन जोदडो	Mohenjo-Daro
प्येर जोसेफ प्रुडोन	Pierre-Joseph Proudhon
प्योत्र क्रोपोत्किन	Pjotr Kropotkin
बेथलेहम	Betlehem
पेत्रा	Petra (Jordan)
मक्का (शहर)	Mekka
चे ग्वेभारा	Che Guevara
माओ त्से तुङ्	Mao Zedong
काबुल	Kabul
ल्हासा	Lhasa
सम्भोग	Samleie
योनीमार्ग	Vagina
दर्शन	Filosofi
जिमी हेन्ड्रिक्स	Jimi Hendrix
फिफ्टी सेन्ट	50 Cent
डाक्टर ड्रि	Dr. Dre
स्नूप डग (गायक)	Snoop Dogg
चिया	Te
मार्को पोलो	Marco Polo
हेबे कामार्हो	Hebe Camargo
